customer_id,country,industry,signup_date,lifecycle_stage,initial_risk_score,initial_risk_class,is_bad_actor,daily_tx_rate
CUST_000144,BE,health_wellness,2024-09-19,established,10,low,False,0.93
CUST_000145,ES,retail_online,2024-05-30,mature,38,medium,False,5.42
CUST_000146,IE,retail_physical,2024-11-02,established,1,low,False,5.46
CUST_000147,IT,restaurants_food,2024-04-25,mature,27,low,False,3.69
CUST_000148,FR,retail_physical,2025-02-17,growing,42,medium,False,0.41
CUST_000149,DE,logistics,2025-03-06,growing,6,low,False,2.09
CUST_000150,DE,beauty_personal_care,2025-03-24,growing,49,medium,False,1.97
CUST_000151,NL,beauty_personal_care,2024-12-24,established,32,medium,False,5.3
CUST_000152,NL,travel_hospitality,2025-01-25,growing,21,low,False,2.93
CUST_000153,ES,tech_software,2024-12-17,established,28,low,False,5.76
CUST_000154,FR,beauty_personal_care,2024-07-26,established,32,medium,False,3.85
CUST_000155,DE,wholesale_b2b,2024-12-12,established,38,medium,False,3.01
CUST_000156,ES,retail_physical,2024-10-08,established,13,low,False,6.97
CUST_000157,FR,wholesale_b2b,2024-10-12,established,6,low,False,12.68
CUST_000158,NL,health_wellness,2024-11-15,established,0,low,False,1.3
CUST_000159,SE,beauty_personal_care,2024-09-23,established,54,medium,False,4.73
CUST_000160,SE,tech_software,2025-01-06,growing,41,medium,False,0.13
CUST_000161,DE,travel_hospitality,2024-07-16,established,29,low,False,6.09
CUST_000162,PT,beauty_personal_care,2025-02-11,growing,2,low,False,0.44
CUST_000163,DE,creative_media,2024-03-18,mature,19,low,False,7.2
CUST_000164,DE,health_wellness,2024-06-26,mature,37,medium,False,8.76
CUST_000165,ES,wholesale_b2b,2025-02-07,growing,23,low,False,3.86
CUST_000166,PT,logistics,2025-02-25,growing,30,medium,False,0.94
CUST_000167,BE,professional_services,2025-02-20,growing,18,low,False,0.1
CUST_000168,PT,travel_hospitality,2024-05-07,mature,15,low,False,7.45
CUST_000169,FR,logistics,2024-12-14,established,0,low,False,2.38
CUST_000170,NL,professional_services,2024-10-17,established,0,low,False,0.82
CUST_000171,IT,beauty_personal_care,2024-04-16,mature,39,medium,False,0.12
CUST_000172,FR,restaurants_food,2024-03-31,mature,73,high,False,8.31
CUST_000173,DE,construction_trades,2024-06-04,mature,3,low,False,7.28
CUST_000174,PL,health_wellness,2024-11-20,established,20,low,False,0.1
CUST_000175,IE,tech_software,2024-09-27,established,28,low,False,4.33
CUST_000176,FR,professional_services,2025-02-18,growing,43,medium,False,2.89
CUST_000177,SE,travel_hospitality,2024-04-14,mature,18,low,False,13.77
CUST_000178,IE,retail_physical,2024-12-11,established,12,low,False,2.14
CUST_000179,PT,professional_services,2025-05-24,growing,27,low,False,1.34
CUST_000180,ES,tech_software,2024-07-15,established,34,medium,False,3.03
CUST_000181,AT,retail_online,2024-08-10,established,69,high,False,3.83
CUST_000182,PT,retail_physical,2024-12-10,established,27,low,False,4.56
CUST_000183,DE,travel_hospitality,2024-02-23,mature,24,low,False,7.55
CUST_000184,NL,retail_physical,2024-10-18,established,28,low,False,1.84
CUST_000185,ES,tech_software,2024-03-29,mature,31,medium,False,0.11
CUST_000186,FR,retail_online,2024-04-14,mature,9,low,False,6.4
CUST_000187,ES,creative_media,2024-04-24,mature,42,medium,False,8.0
CUST_000188,DE,beauty_personal_care,2024-11-19,established,21,low,False,2.36
CUST_000189,DE,construction_trades,2024-11-25,established,43,medium,False,6.54
CUST_000190,IT,construction_trades,2024-12-29,established,28,low,False,6.91
CUST_000191,DE,creative_media,2024-09-24,established,23,low,False,2.57
CUST_000192,DE,restaurants_food,2024-12-18,established,18,low,False,4.66
CUST_000193,FR,logistics,2025-01-04,growing,32,medium,False,0.82
CUST_000194,ES,travel_hospitality,2024-12-13,established,0,low,False,6.93
CUST_000195,FR,logistics,2024-04-05,mature,21,low,False,8.52
CUST_000196,ES,restaurants_food,2024-12-09,established,26,low,False,5.56
CUST_000197,FR,wholesale_b2b,2024-11-16,established,35,medium,False,0.43
CUST_000198,PT,tech_software,2024-12-15,established,5,low,False,3.42
CUST_000199,BE,retail_online,2024-06-28,mature,21,low,False,3.53
CUST_000200,NL,restaurants_food,2024-11-14,established,18,low,False,5.23
CUST_000201,NL,logistics,2024-11-04,established,13,low,False,6.24
CUST_000202,DE,travel_hospitality,2025-01-17,growing,19,low,False,1.83
CUST_000203,NL,tech_software,2024-04-04,mature,39,medium,False,7.59
CUST_000204,IT,health_wellness,2024-08-09,established,25,low,False,3.39
CUST_000205,DE,beauty_personal_care,2024-11-21,established,12,low,False,4.17
CUST_000206,DK,retail_online,2024-02-07,mature,21,low,False,7.96
CUST_000207,DE,travel_hospitality,2024-05-26,mature,9,low,False,6.05
CUST_000208,ES,professional_services,2024-10-26,established,38,medium,False,0.97
CUST_000209,IE,retail_online,2024-10-06,established,19,low,False,4.73
CUST_000210,FR,health_wellness,2024-12-25,established,18,low,False,5.05
CUST_000211,DE,tech_software,2024-10-13,established,19,low,False,2.52
CUST_000212,NL,health_wellness,2024-11-20,established,10,low,False,4.16
CUST_000213,DE,travel_hospitality,2025-01-18,growing,43,medium,False,2.65
CUST_000214,DE,travel_hospitality,2024-09-07,established,45,medium,False,3.66
CUST_000215,NL,wholesale_b2b,2024-07-06,established,4,low,False,2.22
CUST_000216,NL,beauty_personal_care,2024-10-24,established,25,low,False,0.7
CUST_000217,PL,tech_software,2024-12-05,established,38,medium,False,4.33
CUST_000218,DE,creative_media,2024-04-20,mature,13,low,False,6.91
CUST_000219,NL,construction_trades,2024-04-25,mature,20,low,False,6.2
CUST_000220,DE,beauty_personal_care,2025-02-22,growing,37,medium,False,0.91
CUST_000221,FR,construction_trades,2025-04-17,growing,24,low,False,1.71
CUST_000222,ES,professional_services,2024-08-27,established,16,low,False,4.7
CUST_000223,NL,travel_hospitality,2025-05-15,growing,43,medium,False,2.73
CUST_000224,BE,creative_media,2024-11-02,established,13,low,False,3.14
CUST_000225,FR,travel_hospitality,2024-12-16,established,45,medium,False,5.53
CUST_000226,DE,construction_trades,2024-12-16,established,19,low,False,8.03
CUST_000227,AT,restaurants_food,2024-09-01,established,17,low,False,3.88
CUST_000228,SE,logistics,2024-12-11,established,41,medium,False,7.06
CUST_000229,ES,beauty_personal_care,2025-01-23,growing,33,medium,False,0.63
CUST_000230,BE,beauty_personal_care,2025-03-19,growing,43,medium,False,2.83
CUST_000231,NL,wholesale_b2b,2024-06-28,mature,33,medium,False,13.1
CUST_000232,DE,restaurants_food,2024-06-15,mature,17,low,False,11.07
CUST_000233,ES,logistics,2025-03-04,growing,38,medium,False,2.21
CUST_000234,NL,health_wellness,2024-06-15,mature,34,medium,False,10.18
CUST_000235,AT,logistics,2024-10-06,established,5,low,False,6.3
CUST_000236,FR,wholesale_b2b,2025-01-09,growing,27,low,False,1.29
CUST_000237,SE,creative_media,2025-03-14,growing,32,medium,False,3.41
CUST_000238,FR,wholesale_b2b,2025-01-18,growing,9,low,False,1.98
CUST_000239,DE,tech_software,2024-06-06,mature,24,low,False,10.3
CUST_000240,ES,retail_physical,2024-12-26,established,17,low,False,4.38
CUST_000241,NL,creative_media,2025-03-15,growing,34,medium,False,2.86
CUST_000242,DE,creative_media,2025-03-04,growing,39,medium,False,1.56
CUST_000243,FR,health_wellness,2025-06-04,new,22,low,False,0.54
CUST_000244,IE,beauty_personal_care,2024-09-01,established,27,low,False,5.0
CUST_000245,FR,restaurants_food,2025-01-11,growing,4,low,False,2.27
CUST_000246,NL,professional_services,2025-02-09,growing,1,low,False,1.51
CUST_000247,NL,wholesale_b2b,2024-07-25,established,32,medium,False,5.65
CUST_000248,IT,retail_physical,2024-05-20,mature,41,medium,False,3.73
CUST_000249,ES,professional_services,2024-12-28,established,24,low,False,4.62
CUST_000250,ES,restaurants_food,2024-12-11,established,59,medium,False,7.63
CUST_000251,ES,construction_trades,2025-01-21,growing,21,low,False,1.99
CUST_000252,NL,health_wellness,2025-05-13,growing,24,low,False,2.18
CUST_000253,FR,logistics,2024-12-09,established,40,medium,False,6.3
CUST_000254,NL,travel_hospitality,2024-11-08,established,28,low,False,3.21
CUST_000255,FR,logistics,2024-10-19,established,28,low,False,5.6
CUST_000256,PL,retail_online,2024-08-17,established,34,medium,False,4.91
CUST_000257,PL,construction_trades,2024-09-23,established,31,medium,False,2.16
CUST_000258,IT,wholesale_b2b,2024-09-09,established,30,medium,False,0.1
CUST_000259,NL,travel_hospitality,2024-10-06,established,11,low,False,5.92
CUST_000260,DE,restaurants_food,2024-10-24,established,0,low,False,4.58
CUST_000261,PT,logistics,2024-10-02,established,0,low,False,7.6
CUST_000262,DE,retail_physical,2024-04-29,mature,18,low,False,3.82
CUST_000263,FR,logistics,2024-10-08,established,2,low,False,5.68
CUST_000264,IT,health_wellness,2024-08-09,established,61,high,False,3.82
CUST_000265,IT,travel_hospitality,2024-10-29,established,24,low,False,3.17
CUST_000266,IE,beauty_personal_care,2025-01-19,growing,30,medium,False,2.08
CUST_000267,FR,health_wellness,2025-04-13,growing,33,medium,False,2.12
CUST_000268,FR,creative_media,2025-01-12,growing,8,low,False,1.45
CUST_000269,IT,professional_services,2025-04-22,growing,34,medium,False,2.1
CUST_000270,AT,retail_physical,2024-08-04,established,23,low,False,6.94
CUST_000271,DE,creative_media,2024-07-08,established,28,low,False,5.16
CUST_000272,BE,retail_physical,2025-01-30,growing,68,high,False,1.41
CUST_000273,BE,construction_trades,2024-11-07,established,47,medium,False,1.73
CUST_000274,PL,beauty_personal_care,2024-06-25,mature,18,low,False,7.63
CUST_000275,PT,professional_services,2025-01-22,growing,43,medium,False,2.21
CUST_000276,PT,construction_trades,2024-06-01,mature,29,low,False,5.26
CUST_000277,BE,creative_media,2024-11-02,established,28,low,False,0.34
CUST_000278,SE,beauty_personal_care,2024-04-25,mature,7,low,False,6.77
CUST_000279,IE,construction_trades,2024-12-04,established,41,medium,False,9.83
CUST_000280,AT,retail_online,2025-02-08,growing,12,low,False,1.9
CUST_000281,PL,professional_services,2024-09-05,established,54,medium,False,2.77
CUST_000282,DE,beauty_personal_care,2025-04-18,growing,21,low,False,3.38
CUST_000283,NL,beauty_personal_care,2024-06-22,mature,33,medium,False,5.38
CUST_000284,BE,tech_software,2024-09-02,established,28,low,False,4.2
CUST_000285,NL,beauty_personal_care,2025-01-15,growing,24,low,False,2.69
CUST_000286,IT,retail_online,2024-10-25,established,16,low,False,3.17
CUST_000287,ES,beauty_personal_care,2024-09-26,established,3,low,False,5.49
CUST_000288,FR,creative_media,2024-07-10,established,14,low,False,3.29
CUST_000289,BE,travel_hospitality,2025-05-06,growing,34,medium,False,2.7
CUST_000290,DE,creative_media,2024-05-28,mature,17,low,False,6.51
CUST_000291,PL,tech_software,2024-09-30,established,56,medium,False,3.37
CUST_000292,PL,logistics,2024-08-24,established,26,low,False,1.87
CUST_000293,ES,wholesale_b2b,2024-10-25,established,37,medium,False,5.71
CUST_000294,DE,tech_software,2024-09-08,established,41,medium,False,5.32
CUST_000295,IT,creative_media,2024-08-14,established,32,medium,False,4.56
CUST_000296,DE,travel_hospitality,2025-01-13,growing,14,low,False,2.75
CUST_000297,DE,construction_trades,2024-08-15,established,12,low,False,6.11
CUST_000298,IE,tech_software,2024-12-16,established,54,medium,False,8.65
CUST_000299,PT,travel_hospitality,2024-11-11,established,19,low,False,5.44
CUST_000300,FR,retail_online,2024-03-31,mature,33,medium,False,8.05
CUST_000301,FR,tech_software,2025-03-09,growing,47,medium,False,3.78
CUST_000302,FR,tech_software,2025-01-04,growing,20,low,False,2.86
CUST_000303,ES,logistics,2024-11-13,established,22,low,False,4.56
CUST_000304,NL,health_wellness,2024-11-19,established,31,medium,False,1.04
CUST_000305,NL,creative_media,2024-08-05,established,2,low,False,0.1
CUST_000306,DE,retail_online,2024-11-19,established,35,medium,False,7.28
CUST_000307,IE,restaurants_food,2025-02-04,growing,25,low,False,3.3
CUST_000308,DE,creative_media,2024-08-24,established,38,medium,False,7.31
CUST_000309,PT,creative_media,2025-02-26,growing,24,low,False,1.64
CUST_000310,DE,travel_hospitality,2025-06-15,new,10,low,False,0.53
CUST_000311,FR,construction_trades,2024-09-04,established,9,low,False,7.57
CUST_000312,IT,logistics,2024-08-05,established,0,low,False,5.06
CUST_000313,DE,wholesale_b2b,2025-01-15,growing,18,low,False,0.53
CUST_000314,FR,construction_trades,2025-04-02,growing,28,low,False,1.23
CUST_000315,IT,health_wellness,2025-03-10,growing,14,low,False,2.57
CUST_000316,NL,retail_online,2024-08-14,established,21,low,False,2.48
CUST_000317,DE,creative_media,2024-07-14,established,30,medium,False,2.92
CUST_000318,DE,retail_physical,2024-11-27,established,15,low,False,3.63
CUST_000319,ES,beauty_personal_care,2024-07-23,established,35,medium,False,5.69
CUST_000320,IT,restaurants_food,2024-01-31,mature,0,low,False,3.85
CUST_000321,PL,creative_media,2024-10-19,established,37,medium,False,10.01
CUST_000322,IT,retail_physical,2024-12-08,established,27,low,False,8.16
CUST_000323,NL,restaurants_food,2024-09-30,established,43,medium,False,0.1
CUST_000324,IE,creative_media,2024-07-01,established,24,low,False,0.1
CUST_000325,NL,wholesale_b2b,2024-11-14,established,58,medium,False,8.51
CUST_000326,DK,construction_trades,2024-11-02,established,31,medium,False,3.73
CUST_000327,DE,retail_physical,2024-08-31,established,22,low,False,1.27
CUST_000328,NL,travel_hospitality,2025-01-23,growing,2,low,False,1.3
CUST_000329,IE,health_wellness,2025-02-06,growing,18,low,False,1.96
CUST_000330,DE,restaurants_food,2024-10-19,established,26,low,False,4.4
CUST_000331,FR,wholesale_b2b,2025-04-16,growing,17,low,False,3.52
CUST_000332,IT,logistics,2024-07-24,established,16,low,False,2.31
CUST_000333,IT,logistics,2025-01-15,growing,17,low,False,0.67
CUST_000334,FR,professional_services,2024-07-16,established,30,medium,False,5.47
CUST_000335,IT,health_wellness,2024-12-23,established,46,medium,False,2.53
CUST_000336,IE,professional_services,2024-12-16,established,3,low,False,2.26
CUST_000337,ES,travel_hospitality,2024-04-28,mature,20,low,False,5.58
CUST_000338,ES,tech_software,2024-11-05,established,40,medium,False,8.3
CUST_000339,IT,logistics,2024-11-18,established,40,medium,False,5.95
CUST_000340,FR,construction_trades,2024-09-29,established,7,low,False,3.37
CUST_000341,DE,retail_online,2024-09-23,established,35,medium,False,1.1
CUST_000342,NL,travel_hospitality,2024-12-22,established,19,low,False,4.3
CUST_000343,DK,creative_media,2024-03-16,mature,3,low,False,8.78
CUST_000344,SE,beauty_personal_care,2025-04-25,growing,2,low,False,3.49
CUST_000345,AT,health_wellness,2024-09-16,established,15,low,False,1.48
CUST_000346,IT,travel_hospitality,2024-05-25,mature,39,medium,False,5.87
CUST_000347,SE,retail_online,2025-01-10,growing,41,medium,False,1.85
CUST_000348,FR,health_wellness,2025-02-04,growing,25,low,False,2.92
CUST_000349,PL,logistics,2025-01-13,growing,46,medium,False,2.3
CUST_000350,PL,retail_online,2024-07-26,established,43,medium,False,5.74
CUST_000351,IT,retail_online,2024-07-28,established,40,medium,False,5.16
CUST_000352,BE,retail_online,2024-06-07,mature,35,medium,False,5.91
CUST_000353,ES,tech_software,2024-11-23,established,18,low,False,2.75
CUST_000354,NL,beauty_personal_care,2024-11-01,established,14,low,False,5.43
CUST_000355,IT,logistics,2025-03-19,growing,13,low,False,1.25
CUST_000356,SE,beauty_personal_care,2024-12-14,established,27,low,False,2.58
CUST_000357,NL,health_wellness,2024-06-30,mature,14,low,False,5.47
CUST_000358,IE,restaurants_food,2025-01-28,growing,41,medium,False,1.34
CUST_000359,ES,restaurants_food,2024-09-20,established,24,low,False,6.51
CUST_000360,FR,travel_hospitality,2024-05-08,mature,23,low,False,4.07
CUST_000361,IT,tech_software,2024-03-25,mature,49,medium,False,8.39
CUST_000362,IT,professional_services,2024-10-19,established,34,medium,False,3.02
CUST_000363,NL,professional_services,2025-04-23,growing,68,high,False,4.65
CUST_000364,DE,tech_software,2024-12-24,established,16,low,False,5.51
CUST_000365,DE,creative_media,2024-11-04,established,17,low,False,5.86
CUST_000366,ES,retail_physical,2025-01-27,growing,20,low,False,0.33
CUST_000367,DE,travel_hospitality,2024-09-29,established,15,low,False,3.89
CUST_000368,DE,tech_software,2024-11-17,established,17,low,False,5.14
CUST_000369,FR,professional_services,2024-10-25,established,12,low,False,1.68
CUST_000370,IE,logistics,2024-12-05,established,15,low,False,4.58
CUST_000371,NL,logistics,2024-11-08,established,37,medium,False,8.82
CUST_000372,PL,construction_trades,2024-03-18,mature,45,medium,False,0.1
CUST_000373,PT,health_wellness,2024-06-05,mature,21,low,False,5.18
CUST_000374,DE,creative_media,2024-09-15,established,8,low,False,2.25
CUST_000375,ES,creative_media,2024-02-23,mature,9,low,False,5.38
CUST_000376,BE,construction_trades,2025-05-09,growing,52,medium,False,2.2
CUST_000377,PT,restaurants_food,2024-05-18,mature,32,medium,False,6.97
CUST_000378,ES,travel_hospitality,2024-08-06,established,13,low,False,5.81
CUST_000379,ES,logistics,2024-07-19,established,13,low,False,0.5
CUST_000380,IE,retail_online,2024-05-09,mature,11,low,False,8.62
CUST_000381,NL,restaurants_food,2024-05-01,mature,37,medium,False,2.43
CUST_000382,SE,retail_physical,2025-03-09,growing,34,medium,False,1.65
CUST_000383,BE,tech_software,2024-10-18,established,30,medium,False,4.76
CUST_000384,AT,tech_software,2024-12-10,established,37,medium,False,8.46
CUST_000385,DE,restaurants_food,2025-01-09,growing,21,low,False,1.02
