alert_id,customer_id,related_transaction_id,alert_date,alert_type,severity,is_true_positive,analyst_disposition
ALERT_0000020,CUST_013051,TXN_001298335,2025-06-16,sanctions_potential_match,critical,True,sar_filed
ALERT_0000021,CUST_013051,TXN_001298186,2025-01-19,sanctions_potential_match,critical,True,sar_filed
ALERT_0000022,CUST_001522,TXN_000155787,2024-09-30,card_testing_pattern,critical,True,sar_filed
ALERT_0000023,CUST_001522,TXN_INJ_CUST_001522_007_CT,2024-12-11,card_testing_pattern,critical,True,escalated
ALERT_0000024,CUST_001522,TXN_000155837,2024-08-01,card_testing_pattern,high,True,confirmed_fraud
ALERT_0000025,CUST_009305,TXN_000931501,2025-02-20,unusual_geography,high,True,confirmed_fraud
ALERT_0000026,CUST_009305,TXN_000931496,2025-02-16,unusual_geography,medium,True,sar_filed
ALERT_0000027,CUST_009305,TXN_000931518,2025-06-23,unusual_geography,critical,True,confirmed_fraud
ALERT_0000028,CUST_009305,TXN_000931510,2025-04-28,unusual_geography,medium,True,confirmed_fraud
ALERT_0000029,CUST_031473,TXN_003119088,2025-06-22,sudden_volume_spike,high,True,escalated
ALERT_0000030,CUST_009971,TXN_000995174,2025-03-16,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000031,CUST_009971,TXN_000995176,2025-03-28,sanctions_potential_match,high,True,escalated
ALERT_0000032,CUST_009971,TXN_000995180,2025-06-12,sanctions_potential_match,high,True,sar_filed
ALERT_0000033,CUST_006839,TXN_000681614,2024-10-27,mule_indicator,critical,True,escalated
ALERT_0000034,CUST_019527,TXN_001947470,2025-05-04,card_testing_pattern,high,True,sar_filed
ALERT_0000035,CUST_019527,TXN_001947477,2025-02-05,card_testing_pattern,medium,True,escalated
ALERT_0000036,CUST_019527,TXN_001947486,2025-06-20,card_testing_pattern,critical,True,confirmed_fraud
ALERT_0000037,CUST_019527,TXN_001947459,2025-05-23,card_testing_pattern,high,True,escalated
ALERT_0000038,CUST_019427,TXN_001934909,2024-07-25,sanctions_potential_match,critical,True,sar_filed
ALERT_0000039,CUST_019427,TXN_001934760,2024-11-14,sanctions_potential_match,critical,True,sar_filed
ALERT_0000040,CUST_019427,TXN_001934817,2025-04-22,sanctions_potential_match,high,True,sar_filed
ALERT_0000041,CUST_019427,TXN_001934888,2024-04-15,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000042,CUST_014211,TXN_001410114,2025-05-31,unusual_geography,critical,True,confirmed_fraud
ALERT_0000043,CUST_014211,TXN_001410105,2024-11-24,unusual_geography,high,True,escalated
ALERT_0000044,CUST_046541,TXN_004609336,2025-03-31,sudden_volume_spike,critical,True,confirmed_fraud
ALERT_0000045,CUST_011427,TXN_001139313,2024-08-18,card_testing_pattern,high,True,escalated
ALERT_0000046,CUST_011427,TXN_001139266,2025-04-19,card_testing_pattern,high,True,escalated
ALERT_0000047,CUST_011427,TXN_001139275,2024-10-17,card_testing_pattern,critical,True,confirmed_fraud
ALERT_0000048,CUST_011427,TXN_001139430,2025-03-23,card_testing_pattern,medium,True,escalated
ALERT_0000049,CUST_028375,TXN_002822400,2024-04-25,mule_indicator,medium,True,confirmed_fraud
ALERT_0000050,CUST_028375,TXN_002822328,2024-04-30,mule_indicator,medium,True,escalated
ALERT_0000051,CUST_028375,TXN_002822403,2025-04-26,mule_indicator,high,True,escalated
ALERT_0000052,CUST_028375,TXN_002822331,2024-06-20,mule_indicator,high,True,sar_filed
ALERT_0000053,CUST_044060,TXN_004363599,2025-02-08,mule_indicator,high,True,escalated
ALERT_0000054,CUST_044060,TXN_004363607,2024-11-08,mule_indicator,critical,True,confirmed_fraud
ALERT_0000055,CUST_044060,TXN_004363666,2024-11-26,mule_indicator,high,True,escalated
ALERT_0000056,CUST_040072,TXN_003968189,2025-05-21,sudden_volume_spike,high,True,confirmed_fraud
ALERT_0000057,CUST_020169,TXN_002011389,2025-02-20,unusual_geography,medium,True,escalated
ALERT_0000058,CUST_041121,TXN_004073942,2024-11-07,sudden_volume_spike,high,True,sar_filed
ALERT_0000059,CUST_041121,TXN_004073931,2025-04-09,sudden_volume_spike,critical,True,sar_filed
ALERT_0000060,CUST_020820,TXN_002073870,2025-02-09,sanctions_potential_match,high,True,sar_filed
ALERT_0000061,CUST_020820,TXN_002073769,2025-01-30,sanctions_potential_match,high,True,escalated
ALERT_0000062,CUST_020820,TXN_002073888,2024-08-28,sanctions_potential_match,high,True,sar_filed
ALERT_0000063,CUST_020820,TXN_002073814,2024-07-24,sanctions_potential_match,high,True,sar_filed
ALERT_0000064,CUST_034662,TXN_INJ_CUST_034662_OUT_00_MM,2025-01-25,mule_indicator,high,True,sar_filed
ALERT_0000065,CUST_036391,TXN_003605770,2024-10-21,mule_indicator,medium,True,escalated
ALERT_0000066,CUST_029836,TXN_002964112,2025-05-14,sudden_volume_spike,high,True,confirmed_fraud
ALERT_0000067,CUST_029836,TXN_002964121,2025-05-07,sudden_volume_spike,medium,True,confirmed_fraud
ALERT_0000068,CUST_029836,TXN_002964113,2025-01-02,sudden_volume_spike,high,True,confirmed_fraud
ALERT_0000069,CUST_029836,TXN_002964117,2025-06-21,sudden_volume_spike,critical,True,sar_filed
ALERT_0000070,CUST_003257,TXN_000323045,2024-11-16,sanctions_potential_match,medium,True,confirmed_fraud
ALERT_0000071,CUST_003257,TXN_000323031,2025-02-19,sanctions_potential_match,medium,True,confirmed_fraud
ALERT_0000072,CUST_003257,TXN_000323088,2025-03-09,sanctions_potential_match,high,True,escalated
ALERT_0000073,CUST_007501,TXN_000751582,2025-05-07,sanctions_potential_match,high,True,sar_filed
ALERT_0000074,CUST_010364,TXN_001033654,2025-02-14,mule_indicator,high,True,confirmed_fraud
ALERT_0000075,CUST_010364,TXN_001033659,2024-12-28,mule_indicator,high,True,escalated
ALERT_0000076,CUST_010364,TXN_001033662,2024-10-14,mule_indicator,high,True,escalated
ALERT_0000077,CUST_034792,TXN_003446825,2025-05-23,card_testing_pattern,medium,True,escalated
ALERT_0000078,CUST_042038,TXN_INJ_CUST_042038_OUT_02_MM,2025-06-13,mule_indicator,high,True,sar_filed
ALERT_0000079,CUST_042038,TXN_INJ_CUST_042038_OUT_07_MM,2025-06-13,mule_indicator,high,True,escalated
ALERT_0000080,CUST_040696,TXN_004032763,2025-01-04,mule_indicator,high,True,confirmed_fraud
ALERT_0000081,CUST_040696,TXN_004032815,2025-04-10,mule_indicator,critical,True,confirmed_fraud
ALERT_0000082,CUST_026482,TXN_002636308,2025-04-30,sudden_volume_spike,high,True,sar_filed
ALERT_0000083,CUST_026482,TXN_002636502,2024-07-27,sudden_volume_spike,high,True,confirmed_fraud
ALERT_0000084,CUST_026482,TXN_002636323,2024-06-10,sudden_volume_spike,high,True,confirmed_fraud
ALERT_0000085,CUST_045953,TXN_004549971,2025-06-06,mule_indicator,high,True,sar_filed
ALERT_0000086,CUST_045953,TXN_INJ_CUST_045953_OUT_06_MM,2025-06-05,mule_indicator,high,True,escalated
ALERT_0000087,CUST_000681,TXN_000066963,2025-03-31,sanctions_potential_match,critical,True,confirmed_fraud
ALERT_0000088,CUST_000681,TXN_000066913,2025-03-04,sanctions_potential_match,medium,True,confirmed_fraud
ALERT_0000089,CUST_010517,TXN_001047061,2025-03-17,mule_indicator,medium,True,sar_filed
ALERT_0000090,CUST_010517,TXN_001047078,2025-05-18,mule_indicator,high,True,confirmed_fraud
ALERT_0000091,CUST_010517,TXN_INJ_CUST_010517_OUT_02_MM,2024-12-23,mule_indicator,high,True,sar_filed
ALERT_0000092,CUST_010517,TXN_001047053,2025-06-16,mule_indicator,high,True,confirmed_fraud
ALERT_0000093,CUST_025139,TXN_002499574,2025-06-27,mule_indicator,high,True,sar_filed
ALERT_0000094,CUST_025139,TXN_002499592,2024-11-26,mule_indicator,high,True,escalated
ALERT_0000095,CUST_025139,TXN_002499595,2025-03-07,mule_indicator,critical,True,sar_filed
ALERT_0000096,CUST_018573,TXN_001850216,2024-08-03,unusual_geography,critical,True,sar_filed
ALERT_0000097,CUST_018573,TXN_001850383,2024-12-28,unusual_geography,medium,True,escalated
ALERT_0000098,CUST_030838,TXN_003061167,2025-03-25,sudden_volume_spike,high,True,sar_filed
ALERT_0000099,CUST_030838,TXN_003061195,2025-06-09,sudden_volume_spike,critical,True,sar_filed
ALERT_0000100,CUST_030838,TXN_003061212,2025-02-06,sudden_volume_spike,high,True,sar_filed
ALERT_0000101,CUST_040338,TXN_003993652,2025-03-02,sanctions_potential_match,critical,True,confirmed_fraud
ALERT_0000102,CUST_040338,TXN_003993630,2025-02-14,sanctions_potential_match,high,True,sar_filed
ALERT_0000103,CUST_040338,TXN_003993603,2025-02-21,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000104,CUST_040338,TXN_003993695,2025-04-10,sanctions_potential_match,high,True,sar_filed
ALERT_0000105,CUST_046922,TXN_004645993,2024-12-31,unusual_geography,high,True,escalated
ALERT_0000106,CUST_046922,TXN_004645979,2025-06-16,unusual_geography,high,True,confirmed_fraud
ALERT_0000107,CUST_043706,TXN_004327117,2025-02-12,card_testing_pattern,critical,True,escalated
ALERT_0000108,CUST_043706,TXN_004327201,2024-12-30,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000109,CUST_008452,TXN_INJ_CUST_008452_OUT_00_MM,2025-04-28,mule_indicator,medium,True,confirmed_fraud
ALERT_0000110,CUST_008452,TXN_INJ_CUST_008452_OUT_05_MM,2025-04-28,mule_indicator,medium,True,confirmed_fraud
ALERT_0000111,CUST_008452,TXN_INJ_CUST_008452_OUT_03_MM,2025-04-28,mule_indicator,high,True,sar_filed
ALERT_0000112,CUST_021086,TXN_INJ_CUST_021086_OUT_04_MM,2024-12-11,mule_indicator,high,True,confirmed_fraud
ALERT_0000113,CUST_021086,TXN_INJ_CUST_021086_OUT_01_MM,2024-12-11,mule_indicator,high,True,escalated
ALERT_0000114,CUST_018207,TXN_001812230,2024-12-24,unusual_geography,high,True,confirmed_fraud
ALERT_0000115,CUST_014824,TXN_001468730,2025-04-24,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000116,CUST_014824,TXN_001468742,2025-03-14,sanctions_potential_match,medium,True,escalated
ALERT_0000117,CUST_014824,TXN_001468730,2025-04-24,sanctions_potential_match,high,True,escalated
ALERT_0000118,CUST_014824,TXN_001468743,2025-05-19,sanctions_potential_match,high,True,escalated
ALERT_0000119,CUST_032605,TXN_003230502,2025-06-20,sudden_volume_spike,medium,True,escalated
ALERT_0000120,CUST_032605,TXN_003230534,2025-03-28,sudden_volume_spike,critical,True,confirmed_fraud
ALERT_0000121,CUST_001505,TXN_000154036,2025-03-26,sudden_volume_spike,medium,True,escalated
ALERT_0000122,CUST_041747,TXN_004134872,2024-11-03,unusual_geography,high,True,sar_filed
ALERT_0000123,CUST_041747,TXN_004134842,2024-09-09,unusual_geography,high,True,sar_filed
ALERT_0000124,CUST_041747,TXN_004134851,2025-01-18,unusual_geography,high,True,confirmed_fraud
ALERT_0000125,CUST_041747,TXN_004134873,2025-05-28,unusual_geography,high,True,sar_filed
ALERT_0000126,CUST_039116,TXN_003873723,2025-01-23,sudden_volume_spike,high,True,escalated
ALERT_0000127,CUST_039116,TXN_003873743,2025-02-03,sudden_volume_spike,high,True,confirmed_fraud
ALERT_0000128,CUST_039116,TXN_003873746,2025-06-01,sudden_volume_spike,medium,True,escalated
ALERT_0000129,CUST_036793,TXN_003643070,2025-02-27,mule_indicator,critical,True,confirmed_fraud
ALERT_0000130,CUST_036793,TXN_003643075,2025-05-24,mule_indicator,medium,True,escalated
ALERT_0000131,CUST_036793,TXN_003643096,2025-06-17,mule_indicator,high,True,confirmed_fraud
ALERT_0000132,CUST_036793,TXN_003643089,2025-03-03,mule_indicator,high,True,escalated
ALERT_0000133,CUST_026450,TXN_002632713,2025-03-11,unusual_geography,high,True,sar_filed
ALERT_0000134,CUST_026450,TXN_002632713,2025-03-11,unusual_geography,high,True,escalated
ALERT_0000135,CUST_026450,TXN_002632713,2025-03-11,unusual_geography,high,True,sar_filed
ALERT_0000136,CUST_045063,TXN_004463437,2024-10-15,mule_indicator,critical,True,confirmed_fraud
ALERT_0000137,CUST_047843,TXN_004737996,2025-06-25,sanctions_potential_match,high,True,sar_filed
ALERT_0000138,CUST_047843,TXN_004738015,2024-12-23,sanctions_potential_match,critical,True,confirmed_fraud
ALERT_0000139,CUST_047843,TXN_004737984,2025-03-18,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000140,CUST_047843,TXN_004738041,2025-06-20,sanctions_potential_match,critical,True,confirmed_fraud
ALERT_0000141,CUST_014416,TXN_001429938,2025-06-06,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000142,CUST_014416,TXN_001429946,2025-01-31,card_testing_pattern,critical,True,escalated
ALERT_0000143,CUST_014416,TXN_001429977,2025-05-17,card_testing_pattern,medium,True,escalated
ALERT_0000144,CUST_014416,TXN_001429996,2025-03-22,card_testing_pattern,high,True,escalated
ALERT_0000145,CUST_022051,TXN_002200034,2025-01-13,unusual_geography,high,True,sar_filed
ALERT_0000146,CUST_022051,TXN_002200006,2025-01-02,unusual_geography,critical,True,escalated
ALERT_0000147,CUST_007043,TXN_INJ_CUST_007043_012_CT,2025-03-25,card_testing_pattern,medium,True,sar_filed
ALERT_0000148,CUST_014032,TXN_001393259,2025-02-22,sanctions_potential_match,high,True,sar_filed
ALERT_0000149,CUST_014032,TXN_001393245,2025-01-22,sanctions_potential_match,critical,True,sar_filed
ALERT_0000150,CUST_023556,TXN_002350300,2024-12-24,sanctions_potential_match,high,True,sar_filed
ALERT_0000151,CUST_023556,TXN_002350281,2025-03-10,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000152,CUST_011652,TXN_001162018,2025-04-21,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000153,CUST_012075,TXN_001201403,2025-05-18,mule_indicator,high,True,escalated
ALERT_0000154,CUST_012075,TXN_001201399,2025-06-13,mule_indicator,critical,True,confirmed_fraud
ALERT_0000155,CUST_012075,TXN_001201405,2025-04-12,mule_indicator,high,True,confirmed_fraud
ALERT_0000156,CUST_016668,TXN_001652045,2025-04-18,sanctions_potential_match,medium,True,sar_filed
ALERT_0000157,CUST_016668,TXN_001652184,2025-04-15,sanctions_potential_match,high,True,escalated
ALERT_0000158,CUST_033364,TXN_003303207,2025-05-17,card_testing_pattern,medium,True,escalated
ALERT_0000159,CUST_033364,TXN_003303215,2025-02-19,card_testing_pattern,critical,True,confirmed_fraud
ALERT_0000160,CUST_028514,TXN_002836251,2025-05-31,sanctions_potential_match,critical,True,escalated
ALERT_0000161,CUST_024674,TXN_002455142,2025-04-13,card_testing_pattern,high,True,sar_filed
ALERT_0000162,CUST_024674,TXN_002455152,2025-04-12,card_testing_pattern,medium,True,sar_filed
ALERT_0000163,CUST_024674,TXN_002455132,2025-06-20,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000164,CUST_024674,TXN_INJ_CUST_024674_019_CT,2025-06-20,card_testing_pattern,high,True,confirmed_fraud
ALERT_0000165,CUST_043076,TXN_004268656,2025-04-20,mule_indicator,medium,True,sar_filed
ALERT_0000166,CUST_019576,TXN_001952929,2024-12-13,sanctions_potential_match,medium,True,confirmed_fraud
ALERT_0000167,CUST_019576,TXN_001952912,2025-01-15,sanctions_potential_match,critical,True,sar_filed
ALERT_0000168,CUST_019576,TXN_001952946,2024-11-29,sanctions_potential_match,critical,True,sar_filed
ALERT_0000169,CUST_029962,TXN_002975075,2025-02-11,card_testing_pattern,medium,True,escalated
ALERT_0000170,CUST_029962,TXN_INJ_CUST_029962_001_CT,2025-02-10,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000171,CUST_029962,TXN_INJ_CUST_029962_007_CT,2025-02-10,card_testing_pattern,high,True,escalated
ALERT_0000172,CUST_048404,TXN_004795857,2025-05-04,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000173,CUST_048404,TXN_004795870,2025-04-07,card_testing_pattern,high,True,escalated
ALERT_0000174,CUST_023988,TXN_002388618,2025-03-02,mule_indicator,high,True,confirmed_fraud
ALERT_0000175,CUST_023988,TXN_002388679,2025-06-18,mule_indicator,high,True,confirmed_fraud
ALERT_0000176,CUST_023988,TXN_INJ_CUST_023988_OUT_01_MM,2024-08-16,mule_indicator,critical,True,confirmed_fraud
ALERT_0000177,CUST_009013,TXN_000901762,2025-01-28,sudden_volume_spike,high,True,sar_filed
ALERT_0000178,CUST_009013,TXN_000901765,2025-03-14,sudden_volume_spike,high,True,sar_filed
ALERT_0000179,CUST_009013,TXN_000901764,2024-11-28,sudden_volume_spike,high,True,sar_filed
ALERT_0000180,CUST_009013,TXN_000901765,2025-03-14,sudden_volume_spike,medium,True,sar_filed
ALERT_0000181,CUST_049451,TXN_004894776,2025-05-14,sanctions_potential_match,critical,True,escalated
ALERT_0000182,CUST_049451,TXN_004894776,2025-05-14,sanctions_potential_match,high,True,sar_filed
ALERT_0000183,CUST_049451,TXN_004894776,2025-05-14,sanctions_potential_match,critical,True,escalated
ALERT_0000184,CUST_028983,TXN_002881823,2025-02-01,sanctions_potential_match,medium,True,confirmed_fraud
ALERT_0000185,CUST_042148,TXN_004175303,2025-01-16,unusual_geography,high,True,confirmed_fraud
ALERT_0000186,CUST_042148,TXN_004175284,2024-11-26,unusual_geography,high,True,sar_filed
ALERT_0000187,CUST_042148,TXN_004175250,2024-09-20,unusual_geography,critical,True,escalated
ALERT_0000188,CUST_013557,TXN_001346977,2024-12-20,sanctions_potential_match,high,True,sar_filed
ALERT_0000189,CUST_013557,TXN_001346918,2024-12-28,sanctions_potential_match,high,True,sar_filed
ALERT_0000190,CUST_013557,TXN_001346971,2025-05-21,sanctions_potential_match,high,True,escalated
ALERT_0000191,CUST_046769,TXN_004631498,2024-12-20,card_testing_pattern,medium,True,escalated
ALERT_0000192,CUST_046769,TXN_004631492,2025-02-16,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000193,CUST_042776,TXN_004237525,2024-10-15,mule_indicator,medium,True,sar_filed
ALERT_0000194,CUST_042776,TXN_004237517,2025-06-09,mule_indicator,medium,True,confirmed_fraud
ALERT_0000195,CUST_042776,TXN_004237521,2025-05-29,mule_indicator,critical,True,sar_filed
ALERT_0000196,CUST_030581,TXN_003037224,2025-02-06,mule_indicator,critical,True,sar_filed
ALERT_0000197,CUST_044979,TXN_004456461,2025-05-12,sanctions_potential_match,high,True,escalated
ALERT_0000198,CUST_003605,TXN_000357598,2024-12-03,unusual_geography,critical,True,confirmed_fraud
ALERT_0000199,CUST_003605,TXN_000357665,2024-09-15,unusual_geography,high,True,confirmed_fraud
ALERT_0000200,CUST_003605,TXN_000357589,2025-04-14,unusual_geography,high,True,confirmed_fraud
ALERT_0000201,CUST_003605,TXN_000357650,2024-10-12,unusual_geography,high,True,confirmed_fraud
ALERT_0000202,CUST_006943,TXN_000692507,2025-03-16,mule_indicator,medium,True,confirmed_fraud
ALERT_0000203,CUST_006943,TXN_000692493,2025-06-20,mule_indicator,medium,True,escalated
ALERT_0000204,CUST_006943,TXN_000692484,2025-05-13,mule_indicator,high,True,confirmed_fraud
ALERT_0000205,CUST_006943,TXN_000692507,2025-03-16,mule_indicator,medium,True,confirmed_fraud
ALERT_0000206,CUST_007586,TXN_000759402,2025-05-31,sanctions_potential_match,high,True,sar_filed
ALERT_0000207,CUST_007586,TXN_000759402,2025-05-31,sanctions_potential_match,medium,True,escalated
ALERT_0000208,CUST_007586,TXN_000759402,2025-05-31,sanctions_potential_match,medium,True,escalated
ALERT_0000209,CUST_014221,TXN_001411047,2025-05-30,sanctions_potential_match,high,True,sar_filed
ALERT_0000210,CUST_015983,TXN_001583420,2025-05-22,unusual_geography,medium,True,confirmed_fraud
ALERT_0000211,CUST_015983,TXN_001583421,2025-05-30,unusual_geography,medium,True,sar_filed
ALERT_0000212,CUST_013392,TXN_001331727,2025-05-20,sudden_volume_spike,high,True,confirmed_fraud
ALERT_0000213,CUST_034932,TXN_003460906,2024-08-23,unusual_geography,critical,True,escalated
ALERT_0000214,CUST_034932,TXN_003460979,2024-09-11,unusual_geography,medium,True,sar_filed
ALERT_0000215,CUST_000877,TXN_000086307,2025-03-28,sudden_volume_spike,medium,True,sar_filed
ALERT_0000216,CUST_016435,TXN_001627844,2025-03-02,mule_indicator,high,True,confirmed_fraud
ALERT_0000217,CUST_016435,TXN_001627841,2025-02-11,mule_indicator,critical,True,escalated
ALERT_0000218,CUST_026930,TXN_002679353,2024-10-29,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000219,CUST_037405,TXN_003706169,2025-05-18,sanctions_potential_match,critical,True,sar_filed
ALERT_0000220,CUST_037405,TXN_003706151,2025-02-27,sanctions_potential_match,medium,True,sar_filed
ALERT_0000221,CUST_037405,TXN_003706248,2025-04-04,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000222,CUST_049853,TXN_004936584,2024-10-01,card_testing_pattern,high,True,escalated
ALERT_0000223,CUST_049853,TXN_004936620,2025-02-11,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000224,CUST_049853,TXN_004936560,2024-03-16,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000225,CUST_024110,TXN_002398046,2025-06-12,mule_indicator,medium,True,sar_filed
ALERT_0000226,CUST_024110,TXN_INJ_CUST_024110_OUT_01_MM,2025-04-07,mule_indicator,medium,True,confirmed_fraud
ALERT_0000227,CUST_024110,TXN_002398045,2025-06-27,mule_indicator,high,True,sar_filed
ALERT_0000228,CUST_043287,TXN_004287212,2025-04-09,card_testing_pattern,critical,True,escalated
ALERT_0000229,CUST_025327,TXN_002516529,2025-01-21,card_testing_pattern,critical,True,escalated
ALERT_0000230,CUST_025327,TXN_002516568,2025-05-10,card_testing_pattern,high,True,sar_filed
ALERT_0000231,CUST_014172,TXN_001406831,2025-05-10,card_testing_pattern,critical,True,escalated
ALERT_0000232,CUST_014172,TXN_001406710,2025-06-07,card_testing_pattern,high,True,escalated
ALERT_0000233,CUST_043816,TXN_INJ_CUST_043816_005_CT,2025-06-20,card_testing_pattern,high,True,sar_filed
ALERT_0000234,CUST_007597,TXN_INJ_CUST_007597_010_CT,2025-04-04,card_testing_pattern,medium,True,sar_filed
ALERT_0000235,CUST_007597,TXN_INJ_CUST_007597_010_CT,2025-04-04,card_testing_pattern,high,True,escalated
ALERT_0000236,CUST_007597,TXN_INJ_CUST_007597_014_CT,2025-04-04,card_testing_pattern,medium,True,confirmed_fraud
ALERT_0000237,CUST_007597,TXN_INJ_CUST_007597_010_CT,2025-04-04,card_testing_pattern,high,True,sar_filed
ALERT_0000238,CUST_031014,TXN_003077972,2025-01-13,unusual_geography,high,True,sar_filed
ALERT_0000239,CUST_031014,TXN_003077886,2025-02-25,unusual_geography,critical,True,escalated
ALERT_0000240,CUST_020607,TXN_002052337,2025-06-09,card_testing_pattern,medium,True,sar_filed
ALERT_0000241,CUST_020607,TXN_INJ_CUST_020607_017_CT,2025-06-06,card_testing_pattern,high,True,confirmed_fraud
ALERT_0000242,CUST_041896,TXN_004149259,2024-10-30,unusual_geography,medium,True,sar_filed
ALERT_0000243,CUST_041896,TXN_004149225,2025-05-23,unusual_geography,critical,True,escalated
ALERT_0000244,CUST_041896,TXN_004149275,2025-05-27,unusual_geography,high,True,confirmed_fraud
ALERT_0000245,CUST_041896,TXN_004149200,2025-04-29,unusual_geography,high,True,escalated
ALERT_0000246,CUST_004072,TXN_000404002,2025-01-13,sanctions_potential_match,high,True,escalated
ALERT_0000247,CUST_004072,TXN_000404012,2025-03-23,sanctions_potential_match,critical,True,escalated
ALERT_0000248,CUST_030395,TXN_003018880,2025-06-28,mule_indicator,high,True,confirmed_fraud
ALERT_0000249,CUST_030395,TXN_003018829,2024-12-28,mule_indicator,high,True,confirmed_fraud
ALERT_0000250,CUST_017422,TXN_001726009,2025-03-01,mule_indicator,high,True,confirmed_fraud
ALERT_0000251,CUST_017422,TXN_001725992,2024-08-11,mule_indicator,critical,True,confirmed_fraud
ALERT_0000252,CUST_049788,TXN_004930818,2025-06-04,sudden_volume_spike,high,True,escalated
ALERT_0000253,CUST_049788,TXN_004930818,2025-06-04,sudden_volume_spike,critical,True,escalated
ALERT_0000254,CUST_049788,TXN_004930821,2025-06-02,sudden_volume_spike,critical,True,confirmed_fraud
ALERT_0000255,CUST_049788,TXN_004930821,2025-06-02,sudden_volume_spike,medium,True,sar_filed
ALERT_0000256,CUST_004045,TXN_000401618,2025-05-07,unusual_geography,high,True,escalated
ALERT_0000257,CUST_004045,TXN_000401639,2025-01-16,unusual_geography,critical,True,confirmed_fraud
ALERT_0000258,CUST_004045,TXN_000401635,2025-05-16,unusual_geography,critical,True,sar_filed
ALERT_0000259,CUST_004045,TXN_000401626,2025-05-05,unusual_geography,medium,True,escalated
ALERT_0000260,CUST_026038,TXN_002589133,2025-05-24,sanctions_potential_match,critical,True,sar_filed
ALERT_0000261,CUST_026038,TXN_002589147,2025-01-27,sanctions_potential_match,medium,True,escalated
ALERT_0000262,CUST_026038,TXN_002589119,2025-06-08,sanctions_potential_match,high,True,escalated
ALERT_0000263,CUST_005259,TXN_000522602,2025-06-02,card_testing_pattern,high,True,escalated
ALERT_0000264,CUST_042335,TXN_004195101,2025-04-24,sanctions_potential_match,high,True,confirmed_fraud
ALERT_0000265,CUST_042335,TXN_004195100,2025-06-02,sanctions_potential_match,critical,True,escalated
ALERT_0000266,CUST_042335,TXN_004195099,2025-06-12,sanctions_potential_match,medium,True,confirmed_fraud
ALERT_0000267,CUST_042335,TXN_004195097,2025-06-14,sanctions_potential_match,critical,True,escalated
ALERT_0000268,CUST_037024,TXN_003667403,2025-03-12,mule_indicator,high,True,confirmed_fraud
