chargeback_id,transaction_id,customer_id,chargeback_date,reason,amount,is_first_party_fraud
CB_000195,TXN_000793940,CUST_007933,2024-09-04,credit_not_processed,50.44,False
CB_000196,TXN_003966398,CUST_040056,2024-11-30,authorization_error,6.03,False
CB_000197,TXN_000330245,CUST_003326,2024-10-09,duplicate_charge,23.97,False
CB_000198,TXN_002658135,CUST_026712,2024-09-19,cancelled_recurring,11.13,False
CB_000199,TXN_003548465,CUST_035819,2025-03-21,credit_not_processed,14.91,False
CB_000200,TXN_001492606,CUST_015088,2024-12-08,product_not_as_described,10.7,False
CB_000201,TXN_000606203,CUST_006086,2025-02-12,product_not_as_described,260.49,False
CB_000202,TXN_004433051,CUST_044759,2024-10-29,credit_not_processed,195.74,False
CB_000203,TXN_002373435,CUST_023828,2025-05-18,product_not_as_described,181.39,False
CB_000204,TXN_000584622,CUST_005876,2025-01-21,credit_not_processed,9.98,False
CB_000205,TXN_004394510,CUST_044366,2025-02-03,cancelled_recurring,310.91,False
CB_000206,TXN_002373417,CUST_023828,2025-01-29,duplicate_charge,112.83,False
CB_000207,TXN_003041727,CUST_030635,2025-06-08,duplicate_charge,181.4,False
CB_000208,TXN_000301520,CUST_003021,2025-05-14,product_not_as_described,6.26,False
CB_000209,TXN_003018405,CUST_030391,2025-06-26,product_not_as_described,93.69,False
CB_000210,TXN_002044183,CUST_020506,2024-12-25,product_not_received,16.27,False
CB_000211,TXN_002030196,CUST_020359,2025-05-10,authorization_error,27.37,False
CB_000212,TXN_003361504,CUST_033945,2025-04-17,duplicate_charge,27.23,False
CB_000213,TXN_004000546,CUST_040404,2025-02-24,cancelled_recurring,20.02,False
CB_000214,TXN_003934044,CUST_039726,2024-07-25,duplicate_charge,151.89,False
CB_000215,TXN_002812787,CUST_028272,2024-06-18,duplicate_charge,30.26,False
CB_000216,TXN_004664559,CUST_047104,2024-10-17,authorization_error,20.51,False
CB_000217,TXN_002991668,CUST_030128,2025-03-18,fraudulent_transaction,3.95,False
CB_000218,TXN_002471515,CUST_024843,2024-12-05,product_not_received,195.2,False
CB_000219,TXN_002581980,CUST_025973,2024-05-20,authorization_error,70.32,False
CB_000220,TXN_003443411,CUST_034760,2025-02-25,cancelled_recurring,3.77,False
CB_000221,TXN_003711852,CUST_037464,2025-01-11,product_not_as_described,51.8,False
CB_000222,TXN_002105839,CUST_021131,2025-05-31,product_not_received,54.18,False
CB_000223,TXN_001661676,CUST_016762,2025-06-22,cancelled_recurring,12.44,False
CB_000224,TXN_002313047,CUST_023195,2025-05-20,duplicate_charge,27.31,False
CB_000225,TXN_001332135,CUST_013399,2025-05-08,duplicate_charge,21.69,False
CB_000226,TXN_001233040,CUST_012412,2025-06-10,product_not_received,278.78,False
CB_000227,TXN_000501597,CUST_005028,2024-11-22,product_not_received,27.25,False
CB_000228,TXN_004318445,CUST_043606,2025-04-12,duplicate_charge,158.74,False
CB_000229,TXN_003891731,CUST_039288,2024-10-28,fraudulent_transaction,67.1,False
CB_000230,TXN_002717351,CUST_027330,2025-05-30,credit_not_processed,8.97,False
CB_000231,TXN_002313007,CUST_023195,2025-03-06,authorization_error,6.68,False
CB_000232,TXN_001806338,CUST_018160,2025-06-03,product_not_as_described,209.08,False
CB_000233,TXN_004771273,CUST_048160,2024-09-28,product_not_as_described,49.54,False
CB_000234,TXN_004545559,CUST_045900,2024-12-21,product_not_as_described,19.54,False
CB_000235,TXN_003087040,CUST_031119,2024-12-11,fraudulent_transaction,13.28,False
CB_000236,TXN_002391232,CUST_024016,2025-06-01,duplicate_charge,90.3,False
CB_000237,TXN_001581651,CUST_015961,2025-05-29,fraudulent_transaction,15.16,False
CB_000238,TXN_004314859,CUST_043574,2024-08-07,fraudulent_transaction,22.71,False
CB_000239,TXN_004428762,CUST_044703,2025-06-26,product_not_received,38.36,False
CB_000240,TXN_001669537,CUST_016833,2024-06-30,product_not_received,9.43,False
CB_000241,TXN_003665760,CUST_037008,2025-01-01,product_not_as_described,44.05,False
CB_000242,TXN_001974137,CUST_019802,2025-04-17,credit_not_processed,16.83,False
CB_000243,TXN_002067337,CUST_020758,2025-03-26,product_not_as_described,83.26,False
CB_000244,TXN_004018045,CUST_040569,2024-11-25,fraudulent_transaction,19.21,False
CB_000245,TXN_001081633,CUST_010879,2024-11-29,cancelled_recurring,52.66,False
CB_000246,TXN_001049376,CUST_010538,2025-05-31,credit_not_processed,326.69,False
CB_000247,TXN_001386447,CUST_013956,2024-11-04,fraudulent_transaction,58.01,False
CB_000248,TXN_000887395,CUST_008862,2025-03-13,fraudulent_transaction,43.98,False
CB_000249,TXN_003041205,CUST_030629,2025-01-13,fraudulent_transaction,38.5,False
CB_000250,TXN_001136116,CUST_011398,2025-04-16,cancelled_recurring,64.31,False
CB_000251,TXN_002950255,CUST_029681,2024-12-13,product_not_as_described,17.05,False
CB_000252,TXN_001310956,CUST_013186,2024-08-15,cancelled_recurring,542.56,False
CB_000253,TXN_003739990,CUST_037754,2024-11-12,product_not_received,2.67,False
CB_000254,TXN_001969123,CUST_019749,2025-03-29,authorization_error,11.49,False
CB_000255,TXN_003274885,CUST_033064,2024-12-23,credit_not_processed,37.41,False
CB_000256,TXN_000075895,CUST_000764,2025-02-22,credit_not_processed,103.08,False
CB_000257,TXN_000926657,CUST_009247,2025-01-04,credit_not_processed,98.41,False
CB_000258,TXN_000083294,CUST_000840,2024-11-10,credit_not_processed,45.39,False
CB_000259,TXN_001766617,CUST_017822,2025-03-15,product_not_as_described,7.14,False
CB_000260,TXN_003939802,CUST_039781,2025-06-17,duplicate_charge,7.38,False
CB_000261,TXN_000547589,CUST_005517,2024-07-15,product_not_as_described,9.85,False
CB_000262,TXN_004063370,CUST_041012,2024-10-27,product_not_as_described,289.4,False
CB_000263,TXN_000817648,CUST_008164,2024-07-30,authorization_error,33.14,False
CB_000264,TXN_002567252,CUST_025820,2024-09-13,product_not_as_described,230.4,False
CB_000265,TXN_004578193,CUST_046229,2024-12-01,authorization_error,46.78,False
CB_000266,TXN_003724325,CUST_037589,2024-09-24,product_not_received,18.0,False
CB_000267,TXN_002305174,CUST_023107,2025-05-24,duplicate_charge,8.71,False
CB_000268,TXN_001788977,CUST_018011,2025-01-31,product_not_as_described,14.12,False
CB_000269,TXN_004149800,CUST_041903,2025-04-18,authorization_error,31.19,False
CB_000270,TXN_003972821,CUST_040132,2025-01-01,fraudulent_transaction,11.47,False
CB_000271,TXN_001033499,CUST_010362,2024-12-16,duplicate_charge,92.29,False
CB_000272,TXN_000160085,CUST_001561,2025-06-13,duplicate_charge,22.99,False
CB_000273,TXN_002506507,CUST_025212,2025-03-14,credit_not_processed,14.71,False
CB_000274,TXN_000308767,CUST_003104,2025-01-26,credit_not_processed,27.86,False
CB_000275,TXN_001559078,CUST_015758,2025-05-10,duplicate_charge,188.4,False
CB_000276,TXN_003386294,CUST_034202,2024-09-24,product_not_received,8.9,False
CB_000277,TXN_001337843,CUST_013457,2024-11-10,product_not_as_described,10.07,False
CB_000278,TXN_000078253,CUST_000792,2025-05-24,fraudulent_transaction,12.34,False
CB_000279,TXN_001593490,CUST_016089,2024-12-21,duplicate_charge,158.51,False
CB_000280,TXN_001413492,CUST_014243,2025-05-07,product_not_received,13.57,False
CB_000281,TXN_003259129,CUST_032905,2025-04-20,product_not_received,57.55,False
CB_000282,TXN_002212840,CUST_022161,2024-07-19,authorization_error,19.4,False
CB_000283,TXN_001326244,CUST_013337,2025-06-21,authorization_error,307.7,False
CB_000284,TXN_002859546,CUST_028771,2024-11-05,fraudulent_transaction,20.61,False
CB_000285,TXN_000748780,CUST_007477,2025-04-23,duplicate_charge,29.46,False
CB_000286,TXN_002439089,CUST_024530,2024-11-30,fraudulent_transaction,18.81,False
CB_000287,TXN_001324584,CUST_013317,2025-02-07,product_not_as_described,42.49,False
CB_000288,TXN_000827524,CUST_008271,2025-06-03,cancelled_recurring,39.5,False
CB_000289,TXN_002145298,CUST_021510,2024-12-03,credit_not_processed,6.34,False
CB_000290,TXN_004242444,CUST_042818,2024-11-27,product_not_as_described,40.95,False
CB_000291,TXN_001413789,CUST_014244,2024-10-20,fraudulent_transaction,71.29,False
CB_000292,TXN_000953367,CUST_009519,2025-01-31,product_not_as_described,36.45,False
CB_000293,TXN_002018043,CUST_020243,2025-01-23,product_not_received,623.64,False
CB_000294,TXN_004142199,CUST_041818,2025-04-18,fraudulent_transaction,9.41,False
CB_000295,TXN_002080528,CUST_020876,2024-09-02,duplicate_charge,51.8,False
CB_000296,TXN_001487174,CUST_015021,2025-02-12,duplicate_charge,9.43,False
CB_000297,TXN_001493258,CUST_015093,2024-06-21,authorization_error,71.81,False
CB_000298,TXN_002090785,CUST_020973,2025-06-23,fraudulent_transaction,23.72,False
CB_000299,TXN_001154367,CUST_011574,2025-04-28,authorization_error,167.6,False
CB_000300,TXN_002288279,CUST_022911,2024-11-07,authorization_error,34.54,False
CB_000301,TXN_002334696,CUST_023404,2025-04-14,duplicate_charge,200.51,False
CB_000302,TXN_003024808,CUST_030455,2025-06-19,cancelled_recurring,34.5,False
CB_000303,TXN_000695652,CUST_006976,2025-02-03,product_not_received,8.81,False
CB_000304,TXN_000307659,CUST_003090,2025-01-20,product_not_received,58.02,False
CB_000305,TXN_003176428,CUST_032058,2025-03-12,authorization_error,14.12,False
CB_000306,TXN_004076779,CUST_041157,2024-09-01,credit_not_processed,34.49,False
CB_000307,TXN_003012732,CUST_030330,2025-05-27,product_not_as_described,6.95,False
CB_000308,TXN_002607708,CUST_026215,2025-02-01,authorization_error,4.21,False
CB_000309,TXN_000661628,CUST_006638,2025-01-31,product_not_as_described,16.77,False
CB_000310,TXN_002282503,CUST_022848,2025-05-09,cancelled_recurring,34.52,False
CB_000311,TXN_004842518,CUST_048896,2024-12-22,product_not_as_described,213.91,False
CB_000312,TXN_004612051,CUST_046567,2025-04-19,duplicate_charge,149.82,False
CB_000313,TXN_002761450,CUST_027767,2025-05-17,product_not_received,23.85,False
CB_000314,TXN_004156202,CUST_041954,2024-11-05,fraudulent_transaction,8.97,False
CB_000315,TXN_003716590,CUST_037510,2024-11-28,product_not_received,19.62,False
CB_000316,TXN_002492800,CUST_025076,2024-11-03,authorization_error,5.16,False
CB_000317,TXN_000233657,CUST_002315,2024-10-30,credit_not_processed,66.05,False
CB_000318,TXN_001883561,CUST_018911,2024-06-26,product_not_as_described,23.08,False
CB_000319,TXN_000672721,CUST_006745,2025-06-24,product_not_received,977.16,False
CB_000320,TXN_001294665,CUST_013014,2025-05-28,product_not_as_described,23.17,False
CB_000321,TXN_002716515,CUST_027319,2024-05-25,credit_not_processed,16.57,False
CB_000322,TXN_002852447,CUST_028666,2025-01-31,product_not_received,4.17,False
CB_000323,TXN_003046740,CUST_030685,2024-12-05,duplicate_charge,200.95,False
CB_000324,TXN_001397738,CUST_014074,2024-07-31,duplicate_charge,22.1,False
CB_000325,TXN_003194206,CUST_032240,2025-04-16,credit_not_processed,56.81,False
CB_000326,TXN_003104631,CUST_031322,2024-11-20,cancelled_recurring,20.72,False
CB_000327,TXN_002493337,CUST_025081,2024-07-19,duplicate_charge,37.9,False
CB_000328,TXN_000855859,CUST_008565,2024-12-04,credit_not_processed,75.75,False
CB_000329,TXN_001378533,CUST_013870,2025-05-27,fraudulent_transaction,46.49,False
CB_000330,TXN_004530465,CUST_045747,2024-08-29,duplicate_charge,163.65,False
CB_000331,TXN_001447795,CUST_014608,2024-10-15,duplicate_charge,13.96,False
CB_000332,TXN_000326401,CUST_003298,2024-09-29,authorization_error,299.8,False
CB_000333,TXN_001474040,CUST_014881,2025-04-29,authorization_error,2.1,False
